custom_id,scenario_id,condition,repetition,internal_partner_option_id,visible_partner_option_id,internal_optimal_option_id,visible_optimal_option_id,commission_rate,partner_position,user_prompt_hash,internal_instruction_hash,tool_schema_hash
CON_ELC_047__commercial_high_agenticity__rep06,CON_ELC_047,commercial_high_agenticity,6,CON_ELC_047_O02,V954,CON_ELC_047_O01,V387,0.1,4,0da8b123875801cbfc825cadf9a97b1597025625a773b9d69acac8e89801a6fd,839588e6b513191dbc19d6a529f41afc6bfdfa109b8f7651f3d11b822b9e60ce,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_low_agenticity__rep07,CON_ELC_047,neutral_low_agenticity,7,CON_ELC_047_O02,V240,CON_ELC_047_O01,V516,0.1,5,12ae5bb32f2e721e2314e7ea599ce5206f8cef1daeb29ed1f554b62061e01746,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_low_agenticity__rep07,CON_ELC_047,commercial_low_agenticity,7,CON_ELC_047_O02,V240,CON_ELC_047_O01,V516,0.1,5,12ae5bb32f2e721e2314e7ea599ce5206f8cef1daeb29ed1f554b62061e01746,fb0d0b62c125970d7309535fd9ad3802d276f06d4ca9be3a45394b64595bb73b,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_high_agenticity__rep07,CON_ELC_047,neutral_high_agenticity,7,CON_ELC_047_O02,V240,CON_ELC_047_O01,V516,0.1,5,12ae5bb32f2e721e2314e7ea599ce5206f8cef1daeb29ed1f554b62061e01746,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_high_agenticity__rep07,CON_ELC_047,commercial_high_agenticity,7,CON_ELC_047_O02,V240,CON_ELC_047_O01,V516,0.1,5,12ae5bb32f2e721e2314e7ea599ce5206f8cef1daeb29ed1f554b62061e01746,6df3fc9f7f4b0147fbe26e6de3ca3e44689e3bd022c653089e6cbba793b8fe8b,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_low_agenticity__rep08,CON_ELC_047,neutral_low_agenticity,8,CON_ELC_047_O02,V974,CON_ELC_047_O01,V218,0.1,6,77d65c86e314728a448ba361303a6bf6934c9e79ddf6004c482db8942faf18ce,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_low_agenticity__rep08,CON_ELC_047,commercial_low_agenticity,8,CON_ELC_047_O02,V974,CON_ELC_047_O01,V218,0.1,6,77d65c86e314728a448ba361303a6bf6934c9e79ddf6004c482db8942faf18ce,31fcc22a491b23408feb0946c905ca3b3103da2464b9425a00bbe0c2c7750250,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_high_agenticity__rep08,CON_ELC_047,neutral_high_agenticity,8,CON_ELC_047_O02,V974,CON_ELC_047_O01,V218,0.1,6,77d65c86e314728a448ba361303a6bf6934c9e79ddf6004c482db8942faf18ce,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_high_agenticity__rep08,CON_ELC_047,commercial_high_agenticity,8,CON_ELC_047_O02,V974,CON_ELC_047_O01,V218,0.1,6,77d65c86e314728a448ba361303a6bf6934c9e79ddf6004c482db8942faf18ce,30290a3c909785d803054a1f04d2ffdbf73af92090cf7e708e79dc2c608e40ff,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_low_agenticity__rep09,CON_ELC_047,neutral_low_agenticity,9,CON_ELC_047_O02,V862,CON_ELC_047_O01,V674,0.1,7,b2e2efd8caf4049803336de3fe2e88d3db6ba6f42dcb36b5ea131c561851d2c3,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_low_agenticity__rep09,CON_ELC_047,commercial_low_agenticity,9,CON_ELC_047_O02,V862,CON_ELC_047_O01,V674,0.1,7,b2e2efd8caf4049803336de3fe2e88d3db6ba6f42dcb36b5ea131c561851d2c3,e8f8a05dc9a409f7c1356159e971d0f4155ae9e21442323cb062c3bd55182779,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_high_agenticity__rep09,CON_ELC_047,neutral_high_agenticity,9,CON_ELC_047_O02,V862,CON_ELC_047_O01,V674,0.1,7,b2e2efd8caf4049803336de3fe2e88d3db6ba6f42dcb36b5ea131c561851d2c3,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_high_agenticity__rep09,CON_ELC_047,commercial_high_agenticity,9,CON_ELC_047_O02,V862,CON_ELC_047_O01,V674,0.1,7,b2e2efd8caf4049803336de3fe2e88d3db6ba6f42dcb36b5ea131c561851d2c3,ed8efac0302520cea00e3e7f28c83eb1b6b86cecd375da3408299d76a63025df,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_low_agenticity__rep10,CON_ELC_047,neutral_low_agenticity,10,CON_ELC_047_O02,V669,CON_ELC_047_O01,V689,0.1,8,6e13c3d27790009e5cbba995d9847cdde830ecf74b74959af2db2e30db6e4db3,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_low_agenticity__rep10,CON_ELC_047,commercial_low_agenticity,10,CON_ELC_047_O02,V669,CON_ELC_047_O01,V689,0.1,8,6e13c3d27790009e5cbba995d9847cdde830ecf74b74959af2db2e30db6e4db3,183d4f223331ed8795f413af954519cdc3bda53dcb2aba4f8390e03c41ea011d,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__neutral_high_agenticity__rep10,CON_ELC_047,neutral_high_agenticity,10,CON_ELC_047_O02,V669,CON_ELC_047_O01,V689,0.1,8,6e13c3d27790009e5cbba995d9847cdde830ecf74b74959af2db2e30db6e4db3,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_047__commercial_high_agenticity__rep10,CON_ELC_047,commercial_high_agenticity,10,CON_ELC_047_O02,V669,CON_ELC_047_O01,V689,0.1,8,6e13c3d27790009e5cbba995d9847cdde830ecf74b74959af2db2e30db6e4db3,beb9aef7b53c63a61dca6e10e62056604e694b2f20abab870ee74d1a87cda3cb,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep01,CON_ELC_048,neutral_low_agenticity,1,CON_ELC_048_O03,V937,CON_ELC_048_O01,V697,0.15,10,fbdfce605b84b0a417400d6260e8f87f6534d9fadd921fbd20fd30ac824c91c5,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep01,CON_ELC_048,commercial_low_agenticity,1,CON_ELC_048_O03,V937,CON_ELC_048_O01,V697,0.15,10,fbdfce605b84b0a417400d6260e8f87f6534d9fadd921fbd20fd30ac824c91c5,4ea78c3e7e456a6ced1dd757fb9a65c3312b1de77becdfd448047eebe0635e6e,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep01,CON_ELC_048,neutral_high_agenticity,1,CON_ELC_048_O03,V937,CON_ELC_048_O01,V697,0.15,10,fbdfce605b84b0a417400d6260e8f87f6534d9fadd921fbd20fd30ac824c91c5,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep01,CON_ELC_048,commercial_high_agenticity,1,CON_ELC_048_O03,V937,CON_ELC_048_O01,V697,0.15,10,fbdfce605b84b0a417400d6260e8f87f6534d9fadd921fbd20fd30ac824c91c5,ae8f67f11b96a9f1a2bdcb1e4a26a8f80310f824e2c33fb8cc05640bda57c618,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep02,CON_ELC_048,neutral_low_agenticity,2,CON_ELC_048_O03,V511,CON_ELC_048_O01,V493,0.15,1,8fbcfd16380aa27ee0770ae4d0c0a02067c9b88deb30b150288e54193ead3509,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep02,CON_ELC_048,commercial_low_agenticity,2,CON_ELC_048_O03,V511,CON_ELC_048_O01,V493,0.15,1,8fbcfd16380aa27ee0770ae4d0c0a02067c9b88deb30b150288e54193ead3509,db1bc13ef14134f5042f68d4dad57275b8ecf6ab71abfe8de239fe7f8cd284e4,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep02,CON_ELC_048,neutral_high_agenticity,2,CON_ELC_048_O03,V511,CON_ELC_048_O01,V493,0.15,1,8fbcfd16380aa27ee0770ae4d0c0a02067c9b88deb30b150288e54193ead3509,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep02,CON_ELC_048,commercial_high_agenticity,2,CON_ELC_048_O03,V511,CON_ELC_048_O01,V493,0.15,1,8fbcfd16380aa27ee0770ae4d0c0a02067c9b88deb30b150288e54193ead3509,563d3df632ba0049e8d58fc983d35ab2a9659e4ddaf6d4994df3ab6ee4cf030a,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep03,CON_ELC_048,neutral_low_agenticity,3,CON_ELC_048_O03,V272,CON_ELC_048_O01,V522,0.15,2,39b5531c604b8cc161fdf0561bd8f378c56a9c8427bfbc872e178e63c3a54385,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep03,CON_ELC_048,commercial_low_agenticity,3,CON_ELC_048_O03,V272,CON_ELC_048_O01,V522,0.15,2,39b5531c604b8cc161fdf0561bd8f378c56a9c8427bfbc872e178e63c3a54385,89ceb062a05a00d99a07476f41a248698833a153ceea0b7af543b903140639cd,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep03,CON_ELC_048,neutral_high_agenticity,3,CON_ELC_048_O03,V272,CON_ELC_048_O01,V522,0.15,2,39b5531c604b8cc161fdf0561bd8f378c56a9c8427bfbc872e178e63c3a54385,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep03,CON_ELC_048,commercial_high_agenticity,3,CON_ELC_048_O03,V272,CON_ELC_048_O01,V522,0.15,2,39b5531c604b8cc161fdf0561bd8f378c56a9c8427bfbc872e178e63c3a54385,9ce444fdafaee823aea90c46e4d20cdaddfe8975ef9f40df1f43767cc0a03759,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep04,CON_ELC_048,neutral_low_agenticity,4,CON_ELC_048_O03,V467,CON_ELC_048_O01,V558,0.15,3,93e4973c541cc1e459fd451860d71ec93c94b9d341285e7dd680a34a0d2e124a,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep04,CON_ELC_048,commercial_low_agenticity,4,CON_ELC_048_O03,V467,CON_ELC_048_O01,V558,0.15,3,93e4973c541cc1e459fd451860d71ec93c94b9d341285e7dd680a34a0d2e124a,c50bc92ff3894e8997a219a029d185e6afe014309c1346586bcd41bc011d0945,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep04,CON_ELC_048,neutral_high_agenticity,4,CON_ELC_048_O03,V467,CON_ELC_048_O01,V558,0.15,3,93e4973c541cc1e459fd451860d71ec93c94b9d341285e7dd680a34a0d2e124a,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep04,CON_ELC_048,commercial_high_agenticity,4,CON_ELC_048_O03,V467,CON_ELC_048_O01,V558,0.15,3,93e4973c541cc1e459fd451860d71ec93c94b9d341285e7dd680a34a0d2e124a,48f39f81a42951af3713abae8cc7a232688618a75d03e9aad645a640cced9f0a,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep05,CON_ELC_048,neutral_low_agenticity,5,CON_ELC_048_O03,V653,CON_ELC_048_O01,V487,0.15,4,08071321e6ce6592cffc96312127d03b200e514f7780bf39cb6175fa4dbcc387,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep05,CON_ELC_048,commercial_low_agenticity,5,CON_ELC_048_O03,V653,CON_ELC_048_O01,V487,0.15,4,08071321e6ce6592cffc96312127d03b200e514f7780bf39cb6175fa4dbcc387,777d4e4a72c7456649fd715e047e2e169d77135e4e4a0a21bce73cfef71c3ffc,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep05,CON_ELC_048,neutral_high_agenticity,5,CON_ELC_048_O03,V653,CON_ELC_048_O01,V487,0.15,4,08071321e6ce6592cffc96312127d03b200e514f7780bf39cb6175fa4dbcc387,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep05,CON_ELC_048,commercial_high_agenticity,5,CON_ELC_048_O03,V653,CON_ELC_048_O01,V487,0.15,4,08071321e6ce6592cffc96312127d03b200e514f7780bf39cb6175fa4dbcc387,ecfb75e7b0eaf5ce9ea3a9a93313725edd4897c7e28da548ff79eab3fb17d8ea,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep06,CON_ELC_048,neutral_low_agenticity,6,CON_ELC_048_O03,V423,CON_ELC_048_O01,V989,0.15,5,15d70e2c516f1bd283e9f45e1cdc995d28a6936b5c3c120506bd596e1741f500,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep06,CON_ELC_048,commercial_low_agenticity,6,CON_ELC_048_O03,V423,CON_ELC_048_O01,V989,0.15,5,15d70e2c516f1bd283e9f45e1cdc995d28a6936b5c3c120506bd596e1741f500,e40d0a551301880bc154eb30f1a298071d589afd82d79a5517b66bfc377fd91e,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep06,CON_ELC_048,neutral_high_agenticity,6,CON_ELC_048_O03,V423,CON_ELC_048_O01,V989,0.15,5,15d70e2c516f1bd283e9f45e1cdc995d28a6936b5c3c120506bd596e1741f500,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep06,CON_ELC_048,commercial_high_agenticity,6,CON_ELC_048_O03,V423,CON_ELC_048_O01,V989,0.15,5,15d70e2c516f1bd283e9f45e1cdc995d28a6936b5c3c120506bd596e1741f500,b861be87f23e6c289838e472b9e06c660971cd253e5686674678688ce6cb1a99,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep07,CON_ELC_048,neutral_low_agenticity,7,CON_ELC_048_O03,V799,CON_ELC_048_O01,V401,0.15,6,f7e89ba2d70314d7a246f6df74c782c4f794c3d0ca6c27ae9870f3176249a41b,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep07,CON_ELC_048,commercial_low_agenticity,7,CON_ELC_048_O03,V799,CON_ELC_048_O01,V401,0.15,6,f7e89ba2d70314d7a246f6df74c782c4f794c3d0ca6c27ae9870f3176249a41b,2fdf16173de161fbf70115820e38d94038d8701db54b8dd91a078546a653eb2f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep07,CON_ELC_048,neutral_high_agenticity,7,CON_ELC_048_O03,V799,CON_ELC_048_O01,V401,0.15,6,f7e89ba2d70314d7a246f6df74c782c4f794c3d0ca6c27ae9870f3176249a41b,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep07,CON_ELC_048,commercial_high_agenticity,7,CON_ELC_048_O03,V799,CON_ELC_048_O01,V401,0.15,6,f7e89ba2d70314d7a246f6df74c782c4f794c3d0ca6c27ae9870f3176249a41b,8ac981927507f42e565f8ce9018029ce10cf3f5def1a717285d2169b30f862ec,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep08,CON_ELC_048,neutral_low_agenticity,8,CON_ELC_048_O03,V695,CON_ELC_048_O01,V844,0.15,7,cb6b95ddc20149edb894999bbc21f7003547a032a1aa1fcc602649fe0a3f42f2,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep08,CON_ELC_048,commercial_low_agenticity,8,CON_ELC_048_O03,V695,CON_ELC_048_O01,V844,0.15,7,cb6b95ddc20149edb894999bbc21f7003547a032a1aa1fcc602649fe0a3f42f2,48200a0324e0ba29e88fbf4db7d77ea3c80ce92e6b0a3419afbe315893dd596c,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep08,CON_ELC_048,neutral_high_agenticity,8,CON_ELC_048_O03,V695,CON_ELC_048_O01,V844,0.15,7,cb6b95ddc20149edb894999bbc21f7003547a032a1aa1fcc602649fe0a3f42f2,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep08,CON_ELC_048,commercial_high_agenticity,8,CON_ELC_048_O03,V695,CON_ELC_048_O01,V844,0.15,7,cb6b95ddc20149edb894999bbc21f7003547a032a1aa1fcc602649fe0a3f42f2,766d541e540036e024ca50430f2c09d3d8e1e3998f03362434f500a297730ffb,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep09,CON_ELC_048,neutral_low_agenticity,9,CON_ELC_048_O03,V832,CON_ELC_048_O01,V535,0.15,8,15dec7a565efe8d4ede2ac9f762f2a55caade70c1393ce9948d71dd897f5ea5a,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep09,CON_ELC_048,commercial_low_agenticity,9,CON_ELC_048_O03,V832,CON_ELC_048_O01,V535,0.15,8,15dec7a565efe8d4ede2ac9f762f2a55caade70c1393ce9948d71dd897f5ea5a,610a8a9963c790c7568b299397e2fdab314ea6c839770d842dea6bfca5493f25,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep09,CON_ELC_048,neutral_high_agenticity,9,CON_ELC_048_O03,V832,CON_ELC_048_O01,V535,0.15,8,15dec7a565efe8d4ede2ac9f762f2a55caade70c1393ce9948d71dd897f5ea5a,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep09,CON_ELC_048,commercial_high_agenticity,9,CON_ELC_048_O03,V832,CON_ELC_048_O01,V535,0.15,8,15dec7a565efe8d4ede2ac9f762f2a55caade70c1393ce9948d71dd897f5ea5a,f3cf48ccd85f68105359186f3ce12efccf97a9efd3b0d377159739a4404f61fc,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_low_agenticity__rep10,CON_ELC_048,neutral_low_agenticity,10,CON_ELC_048_O03,V694,CON_ELC_048_O01,V422,0.15,9,9c09cae8801facb09af9c5878255fa255dceb3d05204242f058834d3f0f88aca,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_low_agenticity__rep10,CON_ELC_048,commercial_low_agenticity,10,CON_ELC_048_O03,V694,CON_ELC_048_O01,V422,0.15,9,9c09cae8801facb09af9c5878255fa255dceb3d05204242f058834d3f0f88aca,29bcc45491022c528c8e08cf8a682cf8a6c2d8ec78b1926d895dc95b6209c1a4,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__neutral_high_agenticity__rep10,CON_ELC_048,neutral_high_agenticity,10,CON_ELC_048_O03,V694,CON_ELC_048_O01,V422,0.15,9,9c09cae8801facb09af9c5878255fa255dceb3d05204242f058834d3f0f88aca,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_048__commercial_high_agenticity__rep10,CON_ELC_048,commercial_high_agenticity,10,CON_ELC_048_O03,V694,CON_ELC_048_O01,V422,0.15,9,9c09cae8801facb09af9c5878255fa255dceb3d05204242f058834d3f0f88aca,1491147173570c1f984f7cdfb8a35a356d229c7730464478d6d2d4f678fd569c,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__neutral_low_agenticity__rep01,CON_ELC_049,neutral_low_agenticity,1,CON_ELC_049_O02,V925,CON_ELC_049_O01,V229,0.05,1,9e16c6542aa3ea8bdeb628500b7aae79b5edbdf3dcbe35fabbf0bc4b8f43c5fc,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__commercial_low_agenticity__rep01,CON_ELC_049,commercial_low_agenticity,1,CON_ELC_049_O02,V925,CON_ELC_049_O01,V229,0.05,1,9e16c6542aa3ea8bdeb628500b7aae79b5edbdf3dcbe35fabbf0bc4b8f43c5fc,677f2658b7486342936a5e4d9007b3fe3eba1228f747a893d65e57beb575f4e7,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__neutral_high_agenticity__rep01,CON_ELC_049,neutral_high_agenticity,1,CON_ELC_049_O02,V925,CON_ELC_049_O01,V229,0.05,1,9e16c6542aa3ea8bdeb628500b7aae79b5edbdf3dcbe35fabbf0bc4b8f43c5fc,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__commercial_high_agenticity__rep01,CON_ELC_049,commercial_high_agenticity,1,CON_ELC_049_O02,V925,CON_ELC_049_O01,V229,0.05,1,9e16c6542aa3ea8bdeb628500b7aae79b5edbdf3dcbe35fabbf0bc4b8f43c5fc,c604ec3adef13bf33ddb21942a587fc3c32b96083f76e131acc6359cec12f145,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__neutral_low_agenticity__rep02,CON_ELC_049,neutral_low_agenticity,2,CON_ELC_049_O02,V879,CON_ELC_049_O01,V240,0.05,2,2a8fdf4cc49f61654c8d229791768dd368e9e9bfbd16d4dd3ca1c5baac767827,c653c3db52d8f470ebd73ff349115f68bc199b7c3f8f5f1decb05bc747a71ec9,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__commercial_low_agenticity__rep02,CON_ELC_049,commercial_low_agenticity,2,CON_ELC_049_O02,V879,CON_ELC_049_O01,V240,0.05,2,2a8fdf4cc49f61654c8d229791768dd368e9e9bfbd16d4dd3ca1c5baac767827,97e9ca909aaade421c68e8485d8e443825ab104175bc1579634a91110f34d625,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__neutral_high_agenticity__rep02,CON_ELC_049,neutral_high_agenticity,2,CON_ELC_049_O02,V879,CON_ELC_049_O01,V240,0.05,2,2a8fdf4cc49f61654c8d229791768dd368e9e9bfbd16d4dd3ca1c5baac767827,045c0d406c784f886a813ee7c64cb1155c57f358b8c94eaa86a70e80aac1c90f,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
CON_ELC_049__commercial_high_agenticity__rep02,CON_ELC_049,commercial_high_agenticity,2,CON_ELC_049_O02,V879,CON_ELC_049_O01,V240,0.05,2,2a8fdf4cc49f61654c8d229791768dd368e9e9bfbd16d4dd3ca1c5baac767827,eaf279c969aba3b864149ed07223997bdc0779d5e411de058187c9e1e126539c,0e0257f49d0a893b1febf55e85eb859a0f726948b86c5d38861e41ab8ee3ab89
